age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39,private,181553,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,55,united-states,<=50K
30,private,124187,hs-grad,9,never-married,farming-fishing,own-child,black,male,0,0,60,united-states,<=50K
27,private,302422,some-college,10,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50K
36,private,136629,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50K
55,private,276229,some-college,10,divorced,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
49,private,176341,bachelors,13,never-married,tech-support,unmarried,asian-pac-islander,female,0,0,40,india,<=50K
34,private,127610,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,15,united-states,<=50K
28,private,115438,bachelors,13,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50K
48,private,216734,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
52,private,204447,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,4386,0,40,united-states,>50K
27,local-gov,199343,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,38,united-states,<=50K
50,private,183173,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,99999,0,40,united-states,>50K
37,private,125933,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,>50K
39,private,218490,bachelors,13,married-civ-spouse,sales,husband,white,male,0,1848,40,united-states,>50K
62,private,138253,masters,14,never-married,handlers-cleaners,not-in-family,white,male,4650,0,40,united-states,<=50K
28,private,161607,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50K
42,private,386175,some-college,10,divorced,sales,not-in-family,white,male,0,0,50,united-states,>50K
36,private,180686,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50K
51,private,221672,masters,14,married-civ-spouse,sales,husband,white,male,15024,0,50,united-states,>50K
44,local-gov,160943,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50K
50,private,285200,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1887,35,united-states,>50K
53,private,149784,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,40,united-states,>50K
19,private,194905,some-college,10,never-married,other-service,own-child,white,female,0,0,30,united-states,<=50K
32,private,132601,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
19,local-gov,210308,some-college,10,never-married,adm-clerical,own-child,white,female,0,1721,30,united-states,<=50K
23,,302836,assoc-acdm,12,married-civ-spouse,,husband,white,male,0,0,40,el-salvador,<=50K
29,private,229656,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,50,united-states,<=50K
24,private,227070,10th,6,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50K
29,private,150861,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,japan,<=50K
61,private,147845,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,31,united-states,<=50K
44,private,196545,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50K
34,self-emp-not-inc,254304,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,4508,0,90,united-states,<=50K
54,self-emp-not-inc,109413,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50K
55,private,86505,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,20,united-states,<=50K
55,private,189664,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
32,private,39223,10th,6,separated,craft-repair,unmarried,black,female,0,0,40,,<=50K
54,private,35459,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
33,private,279524,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50K
50,private,163708,hs-grad,9,widowed,other-service,unmarried,white,female,0,0,40,united-states,<=50K
41,private,392167,10th,6,divorced,sales,not-in-family,white,male,0,0,48,united-states,<=50K
38,private,194304,some-college,10,divorced,transport-moving,not-in-family,black,male,0,0,55,united-states,<=50K
29,private,198997,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,<=50K
48,,144397,some-college,10,divorced,,unmarried,black,female,0,0,30,united-states,<=50K
36,private,202662,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
35,private,202027,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,7298,0,35,united-states,>50K
21,private,319163,some-college,10,never-married,transport-moving,own-child,black,male,0,0,40,united-states,<=50K
21,private,213341,11th,7,married-spouse-absent,handlers-cleaners,own-child,white,male,0,1762,40,dominican-republic,<=50K
42,private,46221,doctorate,16,married-spouse-absent,other-service,not-in-family,white,male,27828,0,60,,>50K
24,local-gov,193416,some-college,10,never-married,protective-serv,own-child,white,female,0,0,40,united-states,<=50K
34,private,27153,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
29,private,35032,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
50,private,172942,some-college,10,divorced,other-service,own-child,white,male,0,0,28,united-states,<=50K
25,state-gov,129200,some-college,10,never-married,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50K
65,private,170939,bachelors,13,divorced,prof-specialty,not-in-family,white,male,6723,0,40,united-states,<=50K
52,private,298215,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50K
35,local-gov,204277,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
39,local-gov,89508,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
41,private,57233,bachelors,13,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
47,private,312088,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
55,private,158641,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
51,private,224763,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,cuba,<=50K
37,self-emp-inc,382802,doctorate,16,married-civ-spouse,prof-specialty,husband,black,male,0,0,99,united-states,>50K
40,private,213019,hs-grad,9,divorced,sales,unmarried,white,female,0,0,30,united-states,<=50K
36,state-gov,112074,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,<=50K
42,,32533,some-college,10,never-married,,not-in-family,white,male,0,0,45,united-states,<=50K
25,private,51498,12th,8,never-married,other-service,other-relative,white,male,0,0,40,united-states,<=50K
44,,190205,7th-8th,4,married-civ-spouse,,husband,white,male,0,0,25,united-states,<=50K
58,private,81038,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,12,united-states,<=50K
39,private,24342,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
28,local-gov,50512,bachelors,13,never-married,prof-specialty,not-in-family,white,female,2202,0,50,united-states,<=50K
19,private,158343,some-college,10,never-married,tech-support,own-child,white,female,0,0,40,,<=50K
30,private,30226,11th,7,divorced,sales,own-child,white,male,0,0,40,united-states,<=50K
31,private,183000,prof-school,15,never-married,tech-support,not-in-family,white,male,0,0,55,united-states,<=50K
45,private,225456,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,1977,40,united-states,>50K
37,private,291981,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
29,state-gov,71592,some-college,10,never-married,adm-clerical,unmarried,asian-pac-islander,female,0,0,40,philippines,<=50K
42,state-gov,155657,hs-grad,9,divorced,adm-clerical,not-in-family,black,female,0,0,25,united-states,<=50K
29,private,123677,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,0,0,40,laos,<=50K
28,local-gov,419740,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,52,united-states,<=50K
50,private,273536,7th-8th,4,married-civ-spouse,sales,husband,other,male,0,0,49,dominican-republic,<=50K
34,local-gov,230420,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
83,private,195507,hs-grad,9,widowed,protective-serv,not-in-family,white,male,0,0,55,united-states,<=50K
33,private,394727,10th,6,never-married,handlers-cleaners,unmarried,black,male,0,0,40,united-states,<=50K
49,private,148995,hs-grad,9,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
24,private,73928,assoc-voc,11,never-married,adm-clerical,own-child,asian-pac-islander,female,0,0,20,united-states,<=50K
34,private,177596,assoc-voc,11,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,puerto-rico,>50K
51,self-emp-not-inc,268639,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,2057,60,canada,<=50K
24,,152140,hs-grad,9,married-civ-spouse,,wife,white,female,0,0,40,united-states,<=50K
43,federal-gov,95902,assoc-acdm,12,married-civ-spouse,prof-specialty,wife,black,female,0,0,40,united-states,<=50K
39,private,174242,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50K
48,private,348144,some-college,10,divorced,transport-moving,not-in-family,white,male,3325,0,53,united-states,<=50K
19,,318264,some-college,10,never-married,,own-child,white,male,0,0,30,united-states,<=50K
50,private,201882,masters,14,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,30,united-states,<=50K
47,self-emp-not-inc,162236,bachelors,13,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50K
48,federal-gov,166634,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,7688,0,40,united-states,>50K
25,private,93223,some-college,10,divorced,prof-specialty,unmarried,white,female,0,0,35,united-states,<=50K
40,private,270147,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,>50K
55,private,92215,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
30,private,182771,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,united-states,>50K
59,local-gov,196013,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
37,private,193815,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50K
31,private,248178,some-college,10,married-civ-spouse,other-service,husband,black,male,0,0,35,united-states,<=50K
21,private,107895,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,35,united-states,<=50K
50,private,112873,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
34,local-gov,254270,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
35,,333305,some-college,10,married-civ-spouse,,own-child,white,female,0,0,40,united-states,<=50K
28,private,104024,some-college,10,never-married,sales,other-relative,white,female,0,0,40,united-states,<=50K
47,private,241832,9th,5,married-spouse-absent,handlers-cleaners,unmarried,white,male,0,0,40,el-salvador,<=50K
44,self-emp-not-inc,98106,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
49,private,186172,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7688,0,45,united-states,>50K
36,private,266461,hs-grad,9,never-married,transport-moving,own-child,black,male,0,0,48,united-states,<=50K
35,private,498216,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50K
38,private,111499,some-college,10,married-civ-spouse,transport-moving,husband,white,male,7298,0,50,united-states,>50K
22,private,267945,some-college,10,never-married,sales,own-child,white,female,0,0,16,united-states,<=50K
45,self-emp-inc,120131,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50K
24,private,116968,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,45,united-states,<=50K
21,,228649,some-college,10,never-married,,own-child,white,male,0,0,20,united-states,<=50K
19,private,248749,some-college,10,never-married,sales,own-child,white,male,0,0,20,united-states,<=50K
18,,214989,some-college,10,never-married,,own-child,white,female,0,1602,24,united-states,<=50K
32,private,172714,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
90,self-emp-not-inc,282095,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50K
20,private,174714,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,15,united-states,<=50K
50,private,71898,5th-6th,3,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,0,0,35,philippines,<=50K
41,,217921,9th,5,married-civ-spouse,,wife,asian-pac-islander,female,0,0,40,hong,<=50K
49,private,305657,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
27,private,200500,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50K
58,self-emp-not-inc,35551,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,>50K
24,private,117767,assoc-acdm,12,never-married,sales,own-child,white,male,0,0,20,united-states,<=50K
42,self-emp-not-inc,33795,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50K
45,,28359,hs-grad,9,separated,,unmarried,white,female,0,0,10,united-states,<=50K
34,private,62165,some-college,10,never-married,sales,other-relative,black,male,0,0,30,united-states,<=50K
59,private,171015,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,34,united-states,<=50K
50,self-emp-not-inc,95577,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,12,,<=50K
35,federal-gov,49657,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7298,0,40,united-states,>50K
39,private,188069,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,,<=50K
31,private,118941,some-college,10,divorced,other-service,own-child,white,female,0,0,20,united-states,<=50K
27,private,208725,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,42,united-states,<=50K
29,private,183627,11th,7,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
56,self-emp-not-inc,144351,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,90,united-states,<=50K
31,private,188108,hs-grad,9,never-married,craft-repair,own-child,white,male,4101,0,40,united-states,<=50K
58,private,121111,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,40,greece,<=50K
22,private,190968,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
40,federal-gov,77332,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,50,united-states,<=50K
37,private,301070,hs-grad,9,divorced,farming-fishing,unmarried,white,male,0,0,45,united-states,<=50K
29,private,263831,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
49,private,177211,bachelors,13,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
34,local-gov,119411,hs-grad,9,divorced,protective-serv,unmarried,white,male,0,0,40,portugal,<=50K
45,private,174426,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
54,self-emp-inc,206964,some-college,10,married-civ-spouse,sales,husband,white,male,0,1977,40,united-states,>50K
38,self-emp-not-inc,334366,some-college,10,married-civ-spouse,farming-fishing,wife,white,female,0,0,15,united-states,<=50K
50,self-emp-not-inc,213654,hs-grad,9,married-civ-spouse,sales,husband,black,male,0,0,40,united-states,<=50K
55,private,101338,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
27,,147638,masters,14,never-married,,not-in-family,other,female,0,0,40,japan,<=50K
45,private,275517,hs-grad,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,<=50K
21,private,223811,assoc-voc,11,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50K
51,private,118793,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,70,united-states,>50K
53,state-gov,118793,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50K
21,private,195248,some-college,10,never-married,sales,own-child,other,female,0,0,20,united-states,<=50K
57,private,32365,some-college,10,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50K
45,private,27332,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50K
19,private,214678,hs-grad,9,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50K
28,private,116531,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
20,,34862,some-college,10,never-married,,own-child,amer-indian-eskimo,male,0,0,72,united-states,<=50K
23,self-emp-inc,215395,assoc-voc,11,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50K
30,local-gov,169020,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
19,private,372483,some-college,10,never-married,other-service,other-relative,black,male,0,0,35,united-states,<=50K
51,private,284211,hs-grad,9,widowed,prof-specialty,unmarried,white,female,0,0,35,united-states,<=50K
43,local-gov,247514,masters,14,divorced,prof-specialty,unmarried,white,male,0,0,40,united-states,<=50K
33,private,117983,10th,6,divorced,other-service,unmarried,white,female,0,0,45,united-states,<=50K
37,private,181705,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
32,self-emp-inc,281030,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50K
27,private,155382,some-college,10,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50K
21,private,109952,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50K
57,private,109015,some-college,10,divorced,sales,not-in-family,white,female,0,0,48,united-states,<=50K
48,self-emp-not-inc,187454,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
37,private,161111,bachelors,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,<=50K
49,private,255466,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,60,united-states,<=50K
40,private,196029,hs-grad,9,divorced,transport-moving,unmarried,white,male,0,0,45,united-states,<=50K
20,private,174714,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
24,self-emp-not-inc,143062,hs-grad,9,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50K
22,state-gov,96862,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
24,private,241752,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
26,private,456618,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,mexico,<=50K
17,private,153021,12th,8,never-married,sales,own-child,white,female,0,0,20,united-states,<=50K
21,private,145389,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,25,united-states,<=50K
50,private,34067,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
40,private,225823,some-college,10,divorced,craft-repair,not-in-family,white,male,0,0,60,united-states,<=50K
43,self-emp-inc,82488,bachelors,13,married-civ-spouse,sales,own-child,asian-pac-islander,female,0,0,40,philippines,>50K
21,local-gov,38771,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50K
38,private,161066,hs-grad,9,divorced,craft-repair,not-in-family,amer-indian-eskimo,male,0,0,50,united-states,<=50K
66,self-emp-inc,197816,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,10605,0,40,united-states,>50K
27,self-emp-not-inc,120126,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
38,state-gov,312528,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,37,united-states,<=50K
54,private,202115,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,>50K
31,self-emp-not-inc,33117,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,45,england,<=50K
34,private,160449,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,44,united-states,>50K
34,private,110978,prof-school,15,never-married,prof-specialty,not-in-family,asian-pac-islander,female,0,0,40,united-states,<=50K
41,self-emp-not-inc,83411,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
65,private,185001,10th,6,widowed,sales,not-in-family,white,female,0,0,20,united-states,<=50K
44,private,174373,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
25,self-emp-not-inc,189027,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50K
25,private,27678,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,60,united-states,<=50K
24,private,233499,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
29,private,128604,hs-grad,9,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
60,private,232337,7th-8th,4,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,216968,bachelors,13,never-married,handlers-cleaners,not-in-family,black,male,0,0,40,,<=50K
46,state-gov,55377,bachelors,13,married-civ-spouse,prof-specialty,husband,black,male,0,0,40,united-states,>50K
46,private,124071,masters,14,widowed,prof-specialty,not-in-family,white,female,0,0,44,united-states,<=50K
18,federal-gov,201686,11th,7,never-married,machine-op-inspct,own-child,white,male,0,0,4,united-states,<=50K
47,private,341995,some-college,10,divorced,sales,own-child,white,male,0,0,55,united-states,<=50K
20,private,153516,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,<=50K
23,private,319842,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,25,united-states,<=50K
66,private,236784,bachelors,13,divorced,prof-specialty,unmarried,white,female,0,0,8,cuba,<=50K
31,private,33117,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50K
48,private,168283,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50K
32,local-gov,118457,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,55,united-states,<=50K
66,private,127139,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
43,private,193672,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
17,private,33138,12th,8,never-married,sales,own-child,white,male,0,0,40,united-states,<=50K
50,private,140741,11th,7,never-married,machine-op-inspct,other-relative,white,female,0,0,40,united-states,<=50K
27,private,258102,5th-6th,3,never-married,transport-moving,not-in-family,white,male,0,0,40,mexico,<=50K
39,private,53926,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
23,private,273206,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,23,united-states,<=50K
22,private,91842,some-college,10,never-married,sales,not-in-family,white,female,0,0,42,united-states,<=50K
44,private,126199,some-college,10,divorced,transport-moving,unmarried,white,male,1831,0,50,united-states,<=50K
41,state-gov,210094,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
37,private,126708,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,60,united-states,<=50K
48,private,108557,bachelors,13,married-civ-spouse,tech-support,wife,white,female,99999,0,40,united-states,>50K
21,private,256240,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
37,private,211494,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
38,private,172571,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1848,54,united-states,>50K
57,private,96779,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
33,private,174201,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
33,local-gov,152351,some-college,10,married-civ-spouse,protective-serv,husband,white,male,3908,0,40,united-states,<=50K
41,private,287306,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,15024,0,60,united-states,>50K
37,private,227128,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
36,private,111268,assoc-acdm,12,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50K
69,,183958,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,8,united-states,<=50K
46,private,167882,hs-grad,9,divorced,tech-support,not-in-family,white,female,0,0,43,united-states,<=50K
72,,173427,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,40,cuba,<=50K
43,private,120277,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
46,self-emp-inc,192779,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,60,united-states,>50K
32,private,340940,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
37,private,116358,hs-grad,9,never-married,craft-repair,other-relative,amer-indian-eskimo,male,27828,0,48,united-states,>50K
34,local-gov,43959,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50K
22,private,88126,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50K
26,private,373553,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,42,united-states,<=50K
52,private,29658,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
63,private,114011,hs-grad,9,separated,craft-repair,not-in-family,white,female,0,0,20,united-states,<=50K
38,private,215419,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,36,united-states,>50K
67,self-emp-inc,116986,12th,8,married-civ-spouse,exec-managerial,husband,white,male,0,0,20,united-states,<=50K
30,self-emp-not-inc,131584,assoc-voc,11,never-married,craft-repair,own-child,white,male,0,0,60,united-states,<=50K
33,private,193042,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50K
50,private,240612,hs-grad,9,married-spouse-absent,exec-managerial,unmarried,white,female,0,0,10,united-states,<=50K
36,private,164898,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
37,,50862,hs-grad,9,married-civ-spouse,,husband,white,male,0,0,55,united-states,<=50K
59,self-emp-not-inc,104216,prof-school,15,married-civ-spouse,sales,husband,white,male,0,0,25,united-states,<=50K
73,private,105886,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,1173,0,75,united-states,<=50K
25,private,109112,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50K
38,private,73471,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
38,self-emp-not-inc,200153,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50K
42,private,177989,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
38,private,229009,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,45,united-states,<=50K
23,state-gov,156423,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,20,united-states,<=50K
37,local-gov,108540,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
44,private,167005,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7688,0,60,united-states,>50K
57,federal-gov,197875,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50K
52,private,145409,some-college,10,married-civ-spouse,transport-moving,husband,white,male,15024,0,60,canada,>50K
35,self-emp-not-inc,233533,bachelors,13,separated,craft-repair,not-in-family,white,male,0,0,65,united-states,<=50K
23,private,151888,hs-grad,9,divorced,craft-repair,not-in-family,white,male,4650,0,50,ireland,<=50K
32,self-emp-inc,124919,bachelors,13,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,50,iran,>50K
33,private,153151,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,4416,0,40,united-states,<=50K
35,private,38245,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50K
